"카메라 번호","주소","상세 설명","측정 시작 시간","측정 종료 시간","카메라 통과 인원 (IN)","카메라 통과 인원 (OUT)","데이터입력시간"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 16:50:39","2021-06-20 17:00:39","2813","2867","2021-06-20 17:00:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 16:50:39","2021-06-20 17:00:39","2767","3501","2021-06-20 17:00:39"
"2","계동길 69","계동교회 앞","2021-06-20 17:00:39","2021-06-20 17:10:39","12371","14448","2021-06-20 17:10:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 17:00:39","2021-06-20 17:10:39","2880","2952","2021-06-20 17:10:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 17:00:39","2021-06-20 17:10:39","2848","3626","2021-06-20 17:10:39"
"2","계동길 69","계동교회 앞","2021-06-20 17:10:39","2021-06-20 17:20:39","12568","14706","2021-06-20 17:20:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 17:10:39","2021-06-20 17:20:39","2946","3051","2021-06-20 17:20:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 17:10:39","2021-06-20 17:20:39","2919","3733","2021-06-20 17:20:39"
"2","계동길 69","계동교회 앞","2021-06-20 17:20:39","2021-06-20 17:30:39","12782","14968","2021-06-20 17:30:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 17:20:39","2021-06-20 17:30:39","2993","3126","2021-06-20 17:30:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 17:20:39","2021-06-20 17:30:39","2983","3829","2021-06-20 17:30:39"
"2","계동길 69","계동교회 앞","2021-06-20 17:30:39","2021-06-20 17:40:39","12981","15156","2021-06-20 17:40:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 17:30:39","2021-06-20 17:40:39","3035","3223","2021-06-20 17:40:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 17:30:39","2021-06-20 17:40:39","3035","3937","2021-06-20 17:40:39"
"2","계동길 69","계동교회 앞","2021-06-20 17:40:39","2021-06-20 17:50:39","13226","15382","2021-06-20 17:50:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 17:40:39","2021-06-20 17:50:39","3073","3289","2021-06-20 17:50:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 17:40:39","2021-06-20 17:50:39","3105","4032","2021-06-20 17:50:39"
"2","계동길 69","계동교회 앞","2021-06-20 17:50:39","2021-06-20 18:00:39","13441","15599","2021-06-20 18:00:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 17:50:39","2021-06-20 18:00:39","3102","3383","2021-06-20 18:00:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 17:50:39","2021-06-20 18:00:39","3159","4090","2021-06-20 18:00:39"
"2","계동길 69","계동교회 앞","2021-06-20 18:00:39","2021-06-20 18:10:39","13670","15820","2021-06-20 18:10:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 18:00:39","2021-06-20 18:10:39","3171","3472","2021-06-20 18:10:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 18:00:39","2021-06-20 18:10:39","3228","4163","2021-06-20 18:10:39"
"2","계동길 69","계동교회 앞","2021-06-20 18:10:39","2021-06-20 18:20:39","13985","16108","2021-06-20 18:20:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 18:10:39","2021-06-20 18:20:39","3215","3567","2021-06-20 18:20:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 18:10:39","2021-06-20 18:20:39","3308","4260","2021-06-20 18:20:39"
"2","계동길 69","계동교회 앞","2021-06-20 18:20:39","2021-06-20 18:30:39","14208","16302","2021-06-20 18:30:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 18:20:39","2021-06-20 18:30:39","3250","3661","2021-06-20 18:30:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 18:20:39","2021-06-20 18:30:39","3382","4328","2021-06-20 18:30:39"
"2","계동길 69","계동교회 앞","2021-06-20 18:30:39","2021-06-20 18:40:39","14427","16596","2021-06-20 18:40:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 18:30:39","2021-06-20 18:40:39","3308","3712","2021-06-20 18:40:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 18:30:39","2021-06-20 18:40:39","3444","4405","2021-06-20 18:40:39"
"2","계동길 69","계동교회 앞","2021-06-20 18:40:39","2021-06-20 18:50:39","14762","16857","2021-06-20 18:50:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 18:40:39","2021-06-20 18:50:39","3352","3786","2021-06-20 18:50:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 18:40:39","2021-06-20 18:50:39","3526","4496","2021-06-20 18:50:39"
"2","계동길 69","계동교회 앞","2021-06-20 18:50:39","2021-06-20 19:00:39","15058","17135","2021-06-20 19:00:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 18:50:39","2021-06-20 19:00:39","3418","3863","2021-06-20 19:00:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 18:50:39","2021-06-20 19:00:39","3582","4615","2021-06-20 19:00:39"
"2","계동길 69","계동교회 앞","2021-06-20 19:00:39","2021-06-20 19:10:39","15289","17452","2021-06-20 19:10:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 19:00:39","2021-06-20 19:10:39","3443","3920","2021-06-20 19:10:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 19:00:39","2021-06-20 19:10:39","3643","4694","2021-06-20 19:10:39"
"2","계동길 69","계동교회 앞","2021-06-20 19:10:39","2021-06-20 19:20:39","15590","17743","2021-06-20 19:20:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 19:10:39","2021-06-20 19:20:39","3468","3977","2021-06-20 19:20:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 19:10:39","2021-06-20 19:20:39","3689","4755","2021-06-20 19:20:39"
"2","계동길 69","계동교회 앞","2021-06-20 19:20:39","2021-06-20 19:30:39","15777","17872","2021-06-20 19:30:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 19:20:39","2021-06-20 19:30:39","3487","4032","2021-06-20 19:30:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 19:20:39","2021-06-20 19:30:39","3726","4801","2021-06-20 19:30:39"
"2","계동길 69","계동교회 앞","2021-06-20 19:30:39","2021-06-20 19:40:39","16010","18125","2021-06-20 19:40:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 19:30:39","2021-06-20 19:40:39","3508","4104","2021-06-20 19:40:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 19:30:39","2021-06-20 19:40:39","3781","4886","2021-06-20 19:40:39"
"2","계동길 69","계동교회 앞","2021-06-20 19:40:39","2021-06-20 19:50:39","16278","18400","2021-06-20 19:50:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 19:40:39","2021-06-20 19:50:39","3537","4151","2021-06-20 19:50:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 19:40:39","2021-06-20 19:50:39","3811","4930","2021-06-20 19:50:39"
"2","계동길 69","계동교회 앞","2021-06-20 19:50:39","2021-06-20 20:00:39","16487","18613","2021-06-20 20:00:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 19:50:39","2021-06-20 20:00:39","3556","4203","2021-06-20 20:00:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 19:50:39","2021-06-20 20:00:39","3847","4971","2021-06-20 20:00:39"
"2","계동길 69","계동교회 앞","2021-06-20 20:00:39","2021-06-20 20:10:39","16616","18784","2021-06-20 20:10:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 20:00:39","2021-06-20 20:10:39","3573","4242","2021-06-20 20:10:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 20:00:39","2021-06-20 20:10:39","3884","5028","2021-06-20 20:10:39"
"2","계동길 69","계동교회 앞","2021-06-20 20:10:39","2021-06-20 20:20:39","16674","18924","2021-06-20 20:20:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 20:10:39","2021-06-20 20:20:39","3600","4294","2021-06-20 20:20:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 20:10:39","2021-06-20 20:20:39","3922","5077","2021-06-20 20:20:39"
"2","계동길 69","계동교회 앞","2021-06-20 20:20:39","2021-06-20 20:30:39","16725","19049","2021-06-20 20:30:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 20:20:39","2021-06-20 20:30:40","3642","4336","2021-06-20 20:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 20:20:39","2021-06-20 20:30:40","3962","5122","2021-06-20 20:30:40"
"2","계동길 69","계동교회 앞","2021-06-20 20:30:40","2021-06-20 20:40:40","16783","19163","2021-06-20 20:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 20:30:40","2021-06-20 20:40:40","3670","4387","2021-06-20 20:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 20:30:40","2021-06-20 20:40:40","3990","5150","2021-06-20 20:40:40"
"2","계동길 69","계동교회 앞","2021-06-20 20:40:40","2021-06-20 20:50:40","16841","19254","2021-06-20 20:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 20:40:40","2021-06-20 20:50:40","3714","4442","2021-06-20 20:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 20:40:40","2021-06-20 20:50:40","4028","5172","2021-06-20 20:50:40"
"2","계동길 69","계동교회 앞","2021-06-20 20:50:40","2021-06-20 21:00:40","16892","19339","2021-06-20 21:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 20:50:40","2021-06-20 21:00:40","3741","4498","2021-06-20 21:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 20:50:40","2021-06-20 21:00:40","4050","5209","2021-06-20 21:00:40"
"2","계동길 69","계동교회 앞","2021-06-20 21:00:40","2021-06-20 21:10:40","16946","19437","2021-06-20 21:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 21:00:40","2021-06-20 21:10:40","3759","4564","2021-06-20 21:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 21:00:40","2021-06-20 21:10:40","4068","5224","2021-06-20 21:10:40"
"2","계동길 69","계동교회 앞","2021-06-20 21:10:40","2021-06-20 21:20:40","16970","19490","2021-06-20 21:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 21:10:40","2021-06-20 21:20:40","3773","4630","2021-06-20 21:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 21:10:40","2021-06-20 21:20:40","4079","5240","2021-06-20 21:20:40"
"2","계동길 69","계동교회 앞","2021-06-20 21:20:40","2021-06-20 21:30:40","17017","19592","2021-06-20 21:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 21:20:40","2021-06-20 21:30:40","3784","4669","2021-06-20 21:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 21:20:40","2021-06-20 21:30:40","4098","5247","2021-06-20 21:30:40"
"2","계동길 69","계동교회 앞","2021-06-20 21:30:40","2021-06-20 21:40:40","17040","19645","2021-06-20 21:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 21:30:40","2021-06-20 21:40:40","3793","4724","2021-06-20 21:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 21:30:40","2021-06-20 21:40:40","4119","5289","2021-06-20 21:40:40"
"2","계동길 69","계동교회 앞","2021-06-20 21:40:40","2021-06-20 21:50:40","17081","19741","2021-06-20 21:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 21:40:40","2021-06-20 21:50:40","3814","4743","2021-06-20 21:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 21:40:40","2021-06-20 21:50:40","4136","5314","2021-06-20 21:50:40"
"2","계동길 69","계동교회 앞","2021-06-20 21:50:40","2021-06-20 22:00:40","17133","19884","2021-06-20 22:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 21:50:40","2021-06-20 22:00:40","3823","4776","2021-06-20 22:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 21:50:40","2021-06-20 22:00:40","4162","5329","2021-06-20 22:00:40"
"2","계동길 69","계동교회 앞","2021-06-20 22:00:40","2021-06-20 22:10:40","17180","20028","2021-06-20 22:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 22:00:40","2021-06-20 22:10:40","3842","4808","2021-06-20 22:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 22:00:40","2021-06-20 22:10:40","4172","5339","2021-06-20 22:10:40"
"2","계동길 69","계동교회 앞","2021-06-20 22:10:40","2021-06-20 22:20:40","17222","20126","2021-06-20 22:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 22:10:40","2021-06-20 22:20:40","3849","4822","2021-06-20 22:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 22:10:40","2021-06-20 22:20:40","4183","5353","2021-06-20 22:20:40"
"2","계동길 69","계동교회 앞","2021-06-20 22:20:40","2021-06-20 22:30:40","17259","20207","2021-06-20 22:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 22:20:40","2021-06-20 22:30:40","3856","4845","2021-06-20 22:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 22:20:40","2021-06-20 22:30:40","4205","5385","2021-06-20 22:30:40"
"2","계동길 69","계동교회 앞","2021-06-20 22:30:40","2021-06-20 22:40:40","17289","20264","2021-06-20 22:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 22:30:40","2021-06-20 22:40:40","3871","4851","2021-06-20 22:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 22:30:40","2021-06-20 22:40:40","4210","5400","2021-06-20 22:40:40"
"2","계동길 69","계동교회 앞","2021-06-20 22:40:40","2021-06-20 22:50:40","17324","20335","2021-06-20 22:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 22:40:40","2021-06-20 22:50:40","3881","4859","2021-06-20 22:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 22:40:40","2021-06-20 22:50:40","4218","5402","2021-06-20 22:50:40"
"2","계동길 69","계동교회 앞","2021-06-20 22:50:40","2021-06-20 23:00:40","17337","20360","2021-06-20 23:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 22:50:40","2021-06-20 23:00:40","3890","4861","2021-06-20 23:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 22:50:40","2021-06-20 23:00:40","4220","5404","2021-06-20 23:00:40"
"2","계동길 69","계동교회 앞","2021-06-20 23:00:40","2021-06-20 23:10:40","17376","20423","2021-06-20 23:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 23:00:40","2021-06-20 23:10:40","3902","4875","2021-06-20 23:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 23:00:40","2021-06-20 23:10:40","4224","5406","2021-06-20 23:10:40"
"2","계동길 69","계동교회 앞","2021-06-20 23:10:40","2021-06-20 23:20:40","17408","20494","2021-06-20 23:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 23:10:40","2021-06-20 23:20:40","3902","4876","2021-06-20 23:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 23:10:40","2021-06-20 23:20:40","4233","5412","2021-06-20 23:20:40"
"2","계동길 69","계동교회 앞","2021-06-20 23:20:40","2021-06-20 23:30:40","17425","20545","2021-06-20 23:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 23:20:40","2021-06-20 23:30:40","3906","4879","2021-06-20 23:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 23:20:40","2021-06-20 23:30:40","4247","5422","2021-06-20 23:30:40"
"2","계동길 69","계동교회 앞","2021-06-20 23:30:40","2021-06-20 23:40:40","17431","20577","2021-06-20 23:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 23:30:40","2021-06-20 23:40:40","3918","4886","2021-06-20 23:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 23:30:40","2021-06-20 23:40:40","4249","5431","2021-06-20 23:40:40"
"2","계동길 69","계동교회 앞","2021-06-20 23:40:40","2021-06-20 23:50:40","17457","20632","2021-06-20 23:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-20 23:40:40","2021-06-20 23:50:40","3933","4888","2021-06-20 23:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-20 23:40:40","2021-06-20 23:50:40","4253","5439","2021-06-20 23:50:40"
"2","계동길 69","계동교회 앞","2021-06-21 00:00:37","2021-06-21 00:10:37","5","19","2021-06-21 00:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 00:00:37","2021-06-21 00:10:37","7","5","2021-06-21 00:10:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 00:00:37","2021-06-21 00:10:37","7","3","2021-06-21 00:10:37"
"2","계동길 69","계동교회 앞","2021-06-21 00:10:37","2021-06-21 00:20:37","23","60","2021-06-21 00:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 00:10:37","2021-06-21 00:20:37","16","11","2021-06-21 00:20:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 00:10:37","2021-06-21 00:20:37","8","6","2021-06-21 00:20:37"
"2","계동길 69","계동교회 앞","2021-06-21 00:20:37","2021-06-21 00:30:37","34","97","2021-06-21 00:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 00:20:37","2021-06-21 00:30:37","16","13","2021-06-21 00:30:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 00:20:37","2021-06-21 00:30:37","14","7","2021-06-21 00:30:37"
"2","계동길 69","계동교회 앞","2021-06-21 00:30:37","2021-06-21 00:40:37","37","106","2021-06-21 00:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 00:30:37","2021-06-21 00:40:37","16","20","2021-06-21 00:40:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 00:30:37","2021-06-21 00:40:37","23","8","2021-06-21 00:40:37"
"2","계동길 69","계동교회 앞","2021-06-21 00:40:37","2021-06-21 00:50:37","46","126","2021-06-21 00:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 00:40:37","2021-06-21 00:50:37","16","20","2021-06-21 00:50:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 00:40:37","2021-06-21 00:50:37","23","8","2021-06-21 00:50:37"
"2","계동길 69","계동교회 앞","2021-06-21 00:50:37","2021-06-21 01:00:37","66","166","2021-06-21 01:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 00:50:37","2021-06-21 01:00:37","17","22","2021-06-21 01:00:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 00:50:37","2021-06-21 01:00:37","33","16","2021-06-21 01:00:37"
"2","계동길 69","계동교회 앞","2021-06-21 01:00:37","2021-06-21 01:10:37","85","209","2021-06-21 01:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 01:00:37","2021-06-21 01:10:37","18","22","2021-06-21 01:10:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 01:00:37","2021-06-21 01:10:37","33","16","2021-06-21 01:10:37"
"2","계동길 69","계동교회 앞","2021-06-21 01:10:37","2021-06-21 01:20:37","105","264","2021-06-21 01:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 01:10:37","2021-06-21 01:20:37","18","22","2021-06-21 01:20:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 01:10:37","2021-06-21 01:20:37","36","17","2021-06-21 01:20:37"
"2","계동길 69","계동교회 앞","2021-06-21 01:20:37","2021-06-21 01:30:37","127","308","2021-06-21 01:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 01:20:37","2021-06-21 01:30:37","18","22","2021-06-21 01:30:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 01:20:37","2021-06-21 01:30:37","40","19","2021-06-21 01:30:37"
"2","계동길 69","계동교회 앞","2021-06-21 01:30:37","2021-06-21 01:40:37","132","322","2021-06-21 01:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 01:30:37","2021-06-21 01:40:37","18","25","2021-06-21 01:40:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 01:30:37","2021-06-21 01:40:37","43","20","2021-06-21 01:40:37"
"2","계동길 69","계동교회 앞","2021-06-21 01:40:37","2021-06-21 01:50:37","162","355","2021-06-21 01:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 01:40:37","2021-06-21 01:50:37","21","25","2021-06-21 01:50:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 01:40:37","2021-06-21 01:50:37","43","20","2021-06-21 01:50:37"
"2","계동길 69","계동교회 앞","2021-06-21 01:50:37","2021-06-21 02:00:37","183","387","2021-06-21 02:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 01:50:37","2021-06-21 02:00:37","22","25","2021-06-21 02:00:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 01:50:37","2021-06-21 02:00:37","50","22","2021-06-21 02:00:37"
"2","계동길 69","계동교회 앞","2021-06-21 02:00:37","2021-06-21 02:10:37","212","464","2021-06-21 02:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 02:00:37","2021-06-21 02:10:37","28","28","2021-06-21 02:10:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 02:00:37","2021-06-21 02:10:37","50","22","2021-06-21 02:10:37"
"2","계동길 69","계동교회 앞","2021-06-21 02:10:37","2021-06-21 02:20:37","222","495","2021-06-21 02:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 02:10:37","2021-06-21 02:20:37","35","37","2021-06-21 02:20:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 02:10:37","2021-06-21 02:20:37","56","29","2021-06-21 02:20:37"
"2","계동길 69","계동교회 앞","2021-06-21 02:20:37","2021-06-21 02:30:37","231","499","2021-06-21 02:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 02:20:37","2021-06-21 02:30:37","42","38","2021-06-21 02:30:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 02:20:37","2021-06-21 02:30:37","65","32","2021-06-21 02:30:37"
"2","계동길 69","계동교회 앞","2021-06-21 02:30:37","2021-06-21 02:40:37","252","526","2021-06-21 02:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 02:30:37","2021-06-21 02:40:37","42","38","2021-06-21 02:40:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 02:30:37","2021-06-21 02:40:37","65","32","2021-06-21 02:40:37"
"2","계동길 69","계동교회 앞","2021-06-21 02:40:37","2021-06-21 02:50:37","272","599","2021-06-21 02:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 02:40:37","2021-06-21 02:50:37","42","38","2021-06-21 02:50:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 02:40:37","2021-06-21 02:50:37","65","32","2021-06-21 02:50:37"
"2","계동길 69","계동교회 앞","2021-06-21 02:50:37","2021-06-21 03:00:37","277","615","2021-06-21 03:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 02:50:37","2021-06-21 03:00:37","42","38","2021-06-21 03:00:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 02:50:37","2021-06-21 03:00:37","65","32","2021-06-21 03:00:37"
"2","계동길 69","계동교회 앞","2021-06-21 03:00:37","2021-06-21 03:10:37","297","656","2021-06-21 03:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 03:00:37","2021-06-21 03:10:37","43","38","2021-06-21 03:10:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 03:00:37","2021-06-21 03:10:37","66","32","2021-06-21 03:10:37"
"2","계동길 69","계동교회 앞","2021-06-21 03:10:37","2021-06-21 03:20:37","322","705","2021-06-21 03:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 03:10:37","2021-06-21 03:20:37","43","49","2021-06-21 03:20:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 03:10:37","2021-06-21 03:20:37","73","33","2021-06-21 03:20:37"
"2","계동길 69","계동교회 앞","2021-06-21 03:20:37","2021-06-21 03:30:37","337","760","2021-06-21 03:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 03:20:37","2021-06-21 03:30:37","44","50","2021-06-21 03:30:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 03:20:37","2021-06-21 03:30:37","73","33","2021-06-21 03:30:37"
"2","계동길 69","계동교회 앞","2021-06-21 03:30:37","2021-06-21 03:40:37","361","781","2021-06-21 03:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 03:30:37","2021-06-21 03:40:37","44","53","2021-06-21 03:40:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 03:30:37","2021-06-21 03:40:37","73","33","2021-06-21 03:40:37"
"2","계동길 69","계동교회 앞","2021-06-21 03:40:37","2021-06-21 03:50:37","386","834","2021-06-21 03:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 03:40:37","2021-06-21 03:50:37","44","53","2021-06-21 03:50:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 03:40:37","2021-06-21 03:50:37","81","35","2021-06-21 03:50:37"
"2","계동길 69","계동교회 앞","2021-06-21 03:50:37","2021-06-21 04:00:37","398","846","2021-06-21 04:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 03:50:37","2021-06-21 04:00:37","44","55","2021-06-21 04:00:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 03:50:37","2021-06-21 04:00:37","81","35","2021-06-21 04:00:37"
"2","계동길 69","계동교회 앞","2021-06-21 04:00:37","2021-06-21 04:10:37","421","884","2021-06-21 04:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 04:00:37","2021-06-21 04:10:37","44","55","2021-06-21 04:10:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 04:00:37","2021-06-21 04:10:37","83","51","2021-06-21 04:10:37"
"2","계동길 69","계동교회 앞","2021-06-21 04:10:37","2021-06-21 04:20:37","435","927","2021-06-21 04:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 04:10:37","2021-06-21 04:20:37","44","56","2021-06-21 04:20:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 04:10:37","2021-06-21 04:20:37","83","51","2021-06-21 04:20:37"
"2","계동길 69","계동교회 앞","2021-06-21 04:20:37","2021-06-21 04:30:37","445","971","2021-06-21 04:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 04:20:37","2021-06-21 04:30:37","51","66","2021-06-21 04:30:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 04:20:37","2021-06-21 04:30:37","89","58","2021-06-21 04:30:37"
"2","계동길 69","계동교회 앞","2021-06-21 04:30:37","2021-06-21 04:40:37","455","1002","2021-06-21 04:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-21 04:30:37","2021-06-21 04:40:37","56","75","2021-06-21 04:40:37"
"1","율곡로3길 50","덕성여고 앞","2021-06-21 04:30:37","2021-06-21 04:40:37","95","62","2021-06-21 04:40:37"
"2","계동길 69","계동교회 앞","2021-06-21 04:40:37","2021-06-21 04:50:37","464","1029","2021-06-21 04:50:37"
