"카메라 번호","주소","상세 설명","측정 시작 시간","측정 종료 시간","카메라 통과 인원 (IN)","카메라 통과 인원 (OUT)","데이터입력시간"
"2","계동길 69","계동교회 앞","2021-01-22 00:30:37","2021-01-22 00:40:37","478","255","2021-01-22 00:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 00:30:37","2021-01-22 00:40:37","15","19","2021-01-22 00:40:37"
"2","계동길 69","계동교회 앞","2021-01-22 00:40:37","2021-01-22 00:50:37","565","275","2021-01-22 00:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 00:40:37","2021-01-22 00:50:37","15","20","2021-01-22 00:50:37"
"2","계동길 69","계동교회 앞","2021-01-22 00:50:37","2021-01-22 01:00:37","757","374","2021-01-22 01:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 00:50:37","2021-01-22 01:00:37","19","23","2021-01-22 01:00:37"
"2","계동길 69","계동교회 앞","2021-01-22 01:00:37","2021-01-22 01:10:37","840","409","2021-01-22 01:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 01:00:37","2021-01-22 01:10:37","20","29","2021-01-22 01:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 01:10:37","2021-01-22 01:20:37","24","29","2021-01-22 01:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 01:10:37","2021-01-22 01:20:37","881","432","2021-01-22 01:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 01:20:37","2021-01-22 01:30:37","945","454","2021-01-22 01:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 01:20:37","2021-01-22 01:30:37","29","32","2021-01-22 01:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 01:30:37","2021-01-22 01:40:37","35","36","2021-01-22 01:40:37"
"2","계동길 69","계동교회 앞","2021-01-22 01:30:37","2021-01-22 01:40:37","1017","485","2021-01-22 01:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 01:40:37","2021-01-22 01:50:37","56","49","2021-01-22 01:50:37"
"2","계동길 69","계동교회 앞","2021-01-22 01:40:37","2021-01-22 01:50:37","1083","502","2021-01-22 01:50:37"
"2","계동길 69","계동교회 앞","2021-01-22 01:50:37","2021-01-22 02:00:37","1137","525","2021-01-22 02:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 01:50:37","2021-01-22 02:00:37","59","50","2021-01-22 02:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 02:00:37","2021-01-22 02:10:37","59","53","2021-01-22 02:10:37"
"2","계동길 69","계동교회 앞","2021-01-22 02:00:37","2021-01-22 02:10:37","1189","553","2021-01-22 02:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 02:10:37","2021-01-22 02:20:37","60","53","2021-01-22 02:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 02:10:37","2021-01-22 02:20:37","1284","593","2021-01-22 02:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 02:20:37","2021-01-22 02:30:37","1367","655","2021-01-22 02:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 02:20:37","2021-01-22 02:30:37","67","66","2021-01-22 02:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 02:30:37","2021-01-22 02:40:37","68","66","2021-01-22 02:40:37"
"2","계동길 69","계동교회 앞","2021-01-22 02:30:37","2021-01-22 02:40:37","1412","687","2021-01-22 02:40:37"
"2","계동길 69","계동교회 앞","2021-01-22 02:40:37","2021-01-22 02:50:37","1526","759","2021-01-22 02:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 02:40:37","2021-01-22 02:50:37","68","67","2021-01-22 02:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 02:50:37","2021-01-22 03:00:37","68","68","2021-01-22 03:00:37"
"2","계동길 69","계동교회 앞","2021-01-22 02:50:37","2021-01-22 03:00:37","1685","901","2021-01-22 03:00:37"
"2","계동길 69","계동교회 앞","2021-01-22 03:00:37","2021-01-22 03:10:37","1808","944","2021-01-22 03:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 03:00:37","2021-01-22 03:10:37","68","68","2021-01-22 03:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 03:10:37","2021-01-22 03:20:37","68","68","2021-01-22 03:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 03:10:37","2021-01-22 03:20:37","1870","1008","2021-01-22 03:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 03:20:37","2021-01-22 03:30:37","68","68","2021-01-22 03:30:37"
"2","계동길 69","계동교회 앞","2021-01-22 03:20:37","2021-01-22 03:30:37","1902","1012","2021-01-22 03:30:37"
"2","계동길 69","계동교회 앞","2021-01-22 03:30:37","2021-01-22 03:40:37","1915","1021","2021-01-22 03:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 03:30:37","2021-01-22 03:40:37","73","72","2021-01-22 03:40:37"
"2","계동길 69","계동교회 앞","2021-01-22 03:40:37","2021-01-22 03:50:37","1957","1043","2021-01-22 03:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 03:40:37","2021-01-22 03:50:37","73","79","2021-01-22 03:50:37"
"2","계동길 69","계동교회 앞","2021-01-22 03:50:37","2021-01-22 04:00:37","2015","1056","2021-01-22 04:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 03:50:37","2021-01-22 04:00:37","73","83","2021-01-22 04:00:37"
"2","계동길 69","계동교회 앞","2021-01-22 04:00:37","2021-01-22 04:10:37","2068","1085","2021-01-22 04:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 04:00:37","2021-01-22 04:10:37","73","83","2021-01-22 04:10:37"
"2","계동길 69","계동교회 앞","2021-01-22 04:10:37","2021-01-22 04:20:37","2177","1110","2021-01-22 04:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 04:10:37","2021-01-22 04:20:37","78","85","2021-01-22 04:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 04:20:37","2021-01-22 04:30:37","2266","1136","2021-01-22 04:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 04:20:37","2021-01-22 04:30:37","82","92","2021-01-22 04:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 04:30:37","2021-01-22 04:40:37","82","92","2021-01-22 04:40:37"
"2","계동길 69","계동교회 앞","2021-01-22 04:30:37","2021-01-22 04:40:37","2548","1345","2021-01-22 04:40:37"
"2","계동길 69","계동교회 앞","2021-01-22 04:40:37","2021-01-22 04:50:37","2813","1589","2021-01-22 04:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 04:40:37","2021-01-22 04:50:37","85","93","2021-01-22 04:50:37"
"2","계동길 69","계동교회 앞","2021-01-22 04:50:37","2021-01-22 05:00:37","3050","1745","2021-01-22 05:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 04:50:37","2021-01-22 05:00:37","104","99","2021-01-22 05:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 05:00:37","2021-01-22 05:10:37","108","101","2021-01-22 05:10:37"
"2","계동길 69","계동교회 앞","2021-01-22 05:00:37","2021-01-22 05:10:37","3080","1768","2021-01-22 05:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 05:10:37","2021-01-22 05:20:37","108","117","2021-01-22 05:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 05:10:37","2021-01-22 05:20:37","3138","1794","2021-01-22 05:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 05:20:37","2021-01-22 05:30:37","3210","1846","2021-01-22 05:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 05:20:37","2021-01-22 05:30:37","108","120","2021-01-22 05:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 05:30:37","2021-01-22 05:40:37","108","129","2021-01-22 05:40:37"
"2","계동길 69","계동교회 앞","2021-01-22 05:30:37","2021-01-22 05:40:37","3326","1899","2021-01-22 05:40:37"
"2","계동길 69","계동교회 앞","2021-01-22 05:40:37","2021-01-22 05:50:37","3453","1983","2021-01-22 05:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 05:40:37","2021-01-22 05:50:37","108","131","2021-01-22 05:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 05:50:37","2021-01-22 06:00:37","113","131","2021-01-22 06:00:37"
"2","계동길 69","계동교회 앞","2021-01-22 05:50:37","2021-01-22 06:00:37","3685","2158","2021-01-22 06:00:37"
"2","계동길 69","계동교회 앞","2021-01-22 06:00:37","2021-01-22 06:10:37","3867","2362","2021-01-22 06:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 06:00:37","2021-01-22 06:10:37","113","140","2021-01-22 06:10:37"
"2","계동길 69","계동교회 앞","2021-01-22 06:10:37","2021-01-22 06:20:37","4038","2484","2021-01-22 06:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 06:10:37","2021-01-22 06:20:37","113","144","2021-01-22 06:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 06:20:37","2021-01-22 06:30:37","115","153","2021-01-22 06:30:37"
"2","계동길 69","계동교회 앞","2021-01-22 06:20:37","2021-01-22 06:30:37","4228","2617","2021-01-22 06:30:37"
"2","계동길 69","계동교회 앞","2021-01-22 06:30:37","2021-01-22 06:40:37","4282","2649","2021-01-22 06:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 06:30:37","2021-01-22 06:40:37","119","159","2021-01-22 06:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 06:40:37","2021-01-22 06:50:37","122","175","2021-01-22 06:50:37"
"2","계동길 69","계동교회 앞","2021-01-22 06:40:37","2021-01-22 06:50:37","4332","2664","2021-01-22 06:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 06:50:37","2021-01-22 07:00:37","124","176","2021-01-22 07:00:37"
"2","계동길 69","계동교회 앞","2021-01-22 06:50:37","2021-01-22 07:00:37","4384","2676","2021-01-22 07:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 07:00:37","2021-01-22 07:10:37","131","191","2021-01-22 07:10:37"
"2","계동길 69","계동교회 앞","2021-01-22 07:00:37","2021-01-22 07:10:37","4543","2800","2021-01-22 07:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 07:10:37","2021-01-22 07:20:37","137","197","2021-01-22 07:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 07:10:37","2021-01-22 07:20:37","4669","2871","2021-01-22 07:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 07:20:37","2021-01-22 07:30:37","4758","2929","2021-01-22 07:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 07:20:37","2021-01-22 07:30:37","141","204","2021-01-22 07:30:37"
"2","계동길 69","계동교회 앞","2021-01-22 07:30:37","2021-01-22 07:40:37","4943","3063","2021-01-22 07:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 07:30:37","2021-01-22 07:40:37","143","204","2021-01-22 07:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 07:40:37","2021-01-22 07:50:37","143","212","2021-01-22 07:50:37"
"2","계동길 69","계동교회 앞","2021-01-22 07:40:37","2021-01-22 07:50:37","5044","3126","2021-01-22 07:50:37"
"2","계동길 69","계동교회 앞","2021-01-22 07:50:37","2021-01-22 08:00:37","5172","3262","2021-01-22 08:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 07:50:37","2021-01-22 08:00:37","149","212","2021-01-22 08:00:37"
"2","계동길 69","계동교회 앞","2021-01-22 08:00:37","2021-01-22 08:10:37","5432","3533","2021-01-22 08:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 08:00:37","2021-01-22 08:10:37","160","230","2021-01-22 08:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 08:10:37","2021-01-22 08:20:37","163","241","2021-01-22 08:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 08:10:37","2021-01-22 08:20:37","5795","3931","2021-01-22 08:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 08:20:37","2021-01-22 08:30:37","6063","4261","2021-01-22 08:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 08:20:37","2021-01-22 08:30:37","168","277","2021-01-22 08:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 08:30:37","2021-01-22 08:40:37","172","284","2021-01-22 08:40:37"
"2","계동길 69","계동교회 앞","2021-01-22 08:30:37","2021-01-22 08:40:37","6435","4599","2021-01-22 08:40:37"
"2","계동길 69","계동교회 앞","2021-01-22 08:40:37","2021-01-22 08:50:37","6808","4943","2021-01-22 08:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 08:40:37","2021-01-22 08:50:37","201","298","2021-01-22 08:50:37"
"2","계동길 69","계동교회 앞","2021-01-22 08:50:37","2021-01-22 09:00:37","7167","5296","2021-01-22 09:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 08:50:37","2021-01-22 09:00:37","210","318","2021-01-22 09:00:37"
"2","계동길 69","계동교회 앞","2021-01-22 09:00:37","2021-01-22 09:10:37","7596","5698","2021-01-22 09:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 09:00:37","2021-01-22 09:10:37","215","336","2021-01-22 09:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 09:10:37","2021-01-22 09:20:37","220","360","2021-01-22 09:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 09:10:37","2021-01-22 09:20:37","7928","6152","2021-01-22 09:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 09:20:37","2021-01-22 09:30:37","232","387","2021-01-22 09:30:37"
"2","계동길 69","계동교회 앞","2021-01-22 09:20:37","2021-01-22 09:30:37","8225","6537","2021-01-22 09:30:37"
"2","계동길 69","계동교회 앞","2021-01-22 09:30:37","2021-01-22 09:40:37","8532","6870","2021-01-22 09:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 09:30:37","2021-01-22 09:40:37","235","411","2021-01-22 09:40:37"
"2","계동길 69","계동교회 앞","2021-01-22 09:40:37","2021-01-22 09:50:37","8939","7196","2021-01-22 09:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 09:40:37","2021-01-22 09:50:37","249","420","2021-01-22 09:50:37"
"2","계동길 69","계동교회 앞","2021-01-22 09:50:37","2021-01-22 10:00:37","9368","7627","2021-01-22 10:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 09:50:37","2021-01-22 10:00:37","258","436","2021-01-22 10:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 10:00:37","2021-01-22 10:10:37","264","447","2021-01-22 10:10:37"
"2","계동길 69","계동교회 앞","2021-01-22 10:00:37","2021-01-22 10:10:37","9690","7945","2021-01-22 10:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 10:10:37","2021-01-22 10:20:37","283","473","2021-01-22 10:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 10:10:37","2021-01-22 10:20:37","10088","8351","2021-01-22 10:20:37"
"2","계동길 69","계동교회 앞","2021-01-22 10:20:37","2021-01-22 10:30:37","10480","8775","2021-01-22 10:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 10:20:37","2021-01-22 10:30:38","290","482","2021-01-22 10:30:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 10:30:38","2021-01-22 10:40:38","298","516","2021-01-22 10:40:38"
"2","계동길 69","계동교회 앞","2021-01-22 10:30:38","2021-01-22 10:40:38","10881","9197","2021-01-22 10:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 10:40:38","2021-01-22 10:50:38","312","526","2021-01-22 10:50:38"
"2","계동길 69","계동교회 앞","2021-01-22 10:40:38","2021-01-22 10:50:38","11417","9635","2021-01-22 10:50:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 10:50:38","2021-01-22 11:00:38","344","557","2021-01-22 11:00:38"
"2","계동길 69","계동교회 앞","2021-01-22 10:50:38","2021-01-22 11:00:38","11755","9974","2021-01-22 11:00:38"
"2","계동길 69","계동교회 앞","2021-01-22 11:00:38","2021-01-22 11:10:38","12130","10399","2021-01-22 11:10:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 11:00:38","2021-01-22 11:10:38","372","605","2021-01-22 11:10:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 11:10:38","2021-01-22 11:20:38","390","640","2021-01-22 11:20:38"
"2","계동길 69","계동교회 앞","2021-01-22 11:10:38","2021-01-22 11:20:38","12551","10812","2021-01-22 11:20:38"
"2","계동길 69","계동교회 앞","2021-01-22 11:20:38","2021-01-22 11:30:38","12992","11164","2021-01-22 11:30:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 11:20:38","2021-01-22 11:30:38","411","653","2021-01-22 11:30:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 11:30:38","2021-01-22 11:40:38","425","683","2021-01-22 11:40:38"
"2","계동길 69","계동교회 앞","2021-01-22 11:30:38","2021-01-22 11:40:38","13417","11601","2021-01-22 11:40:38"
"2","계동길 69","계동교회 앞","2021-01-22 11:40:38","2021-01-22 11:50:38","13950","11917","2021-01-22 11:50:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 11:40:38","2021-01-22 11:50:38","461","739","2021-01-22 11:50:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 11:50:38","2021-01-22 12:00:38","479","758","2021-01-22 12:00:38"
"2","계동길 69","계동교회 앞","2021-01-22 11:50:38","2021-01-22 12:00:38","14441","12409","2021-01-22 12:00:38"
"2","계동길 69","계동교회 앞","2021-01-22 12:00:38","2021-01-22 12:10:38","14837","12824","2021-01-22 12:10:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 12:00:38","2021-01-22 12:10:38","516","778","2021-01-22 12:10:38"
"2","계동길 69","계동교회 앞","2021-01-22 12:10:38","2021-01-22 12:20:38","15352","13285","2021-01-22 12:20:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 12:10:38","2021-01-22 12:20:38","556","806","2021-01-22 12:20:38"
"2","계동길 69","계동교회 앞","2021-01-22 12:20:38","2021-01-22 12:30:38","15899","13777","2021-01-22 12:30:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 12:20:38","2021-01-22 12:30:38","576","846","2021-01-22 12:30:38"
"2","계동길 69","계동교회 앞","2021-01-22 12:30:38","2021-01-22 12:40:38","16390","14162","2021-01-22 12:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 12:30:38","2021-01-22 12:40:38","613","883","2021-01-22 12:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 12:40:38","2021-01-22 12:50:38","631","924","2021-01-22 12:50:38"
"2","계동길 69","계동교회 앞","2021-01-22 12:40:38","2021-01-22 12:50:38","16965","14570","2021-01-22 12:50:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 12:50:38","2021-01-22 13:00:38","682","976","2021-01-22 13:00:38"
"2","계동길 69","계동교회 앞","2021-01-22 12:50:38","2021-01-22 13:00:38","17499","15037","2021-01-22 13:00:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 13:00:38","2021-01-22 13:10:38","708","1021","2021-01-22 13:10:38"
"2","계동길 69","계동교회 앞","2021-01-22 13:00:38","2021-01-22 13:10:38","17917","15395","2021-01-22 13:10:38"
"2","계동길 69","계동교회 앞","2021-01-22 13:10:38","2021-01-22 13:20:38","18353","15785","2021-01-22 13:20:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 13:10:38","2021-01-22 13:20:38","727","1043","2021-01-22 13:20:38"
"2","계동길 69","계동교회 앞","2021-01-22 13:20:38","2021-01-22 13:30:38","18785","16232","2021-01-22 13:30:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 13:20:38","2021-01-22 13:30:38","755","1058","2021-01-22 13:30:38"
"2","계동길 69","계동교회 앞","2021-01-22 13:30:38","2021-01-22 13:40:38","19206","16629","2021-01-22 13:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 13:30:38","2021-01-22 13:40:38","775","1086","2021-01-22 13:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 13:40:38","2021-01-22 13:50:38","807","1118","2021-01-22 13:50:38"
"2","계동길 69","계동교회 앞","2021-01-22 13:40:38","2021-01-22 13:50:38","19578","17003","2021-01-22 13:50:38"
"2","계동길 69","계동교회 앞","2021-01-22 13:50:38","2021-01-22 14:00:38","19914","17368","2021-01-22 14:00:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 13:50:38","2021-01-22 14:00:38","835","1156","2021-01-22 14:00:38"
"2","계동길 69","계동교회 앞","2021-01-22 14:00:38","2021-01-22 14:10:38","20256","17678","2021-01-22 14:10:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 14:00:38","2021-01-22 14:10:38","875","1188","2021-01-22 14:10:38"
"2","계동길 69","계동교회 앞","2021-01-22 14:10:38","2021-01-22 14:20:38","20552","17986","2021-01-22 14:20:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 14:10:38","2021-01-22 14:20:38","903","1228","2021-01-22 14:20:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 14:20:38","2021-01-22 14:30:38","920","1253","2021-01-22 14:30:38"
"2","계동길 69","계동교회 앞","2021-01-22 14:20:38","2021-01-22 14:30:38","20923","18424","2021-01-22 14:30:38"
"2","계동길 69","계동교회 앞","2021-01-22 14:30:38","2021-01-22 14:40:38","21278","18848","2021-01-22 14:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 14:30:38","2021-01-22 14:40:38","959","1291","2021-01-22 14:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 14:40:38","2021-01-22 14:50:38","991","1343","2021-01-22 14:50:38"
"2","계동길 69","계동교회 앞","2021-01-22 14:40:38","2021-01-22 14:50:38","21681","19238","2021-01-22 14:50:38"
"2","계동길 69","계동교회 앞","2021-01-22 14:50:38","2021-01-22 15:00:38","22025","19564","2021-01-22 15:00:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 14:50:38","2021-01-22 15:00:38","1015","1394","2021-01-22 15:00:38"
"2","계동길 69","계동교회 앞","2021-01-22 15:00:38","2021-01-22 15:10:38","22501","19971","2021-01-22 15:10:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 15:00:38","2021-01-22 15:10:38","1052","1443","2021-01-22 15:10:38"
"2","계동길 69","계동교회 앞","2021-01-22 15:10:38","2021-01-22 15:20:38","22891","20312","2021-01-22 15:20:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 15:10:38","2021-01-22 15:20:38","1068","1455","2021-01-22 15:20:38"
"2","계동길 69","계동교회 앞","2021-01-22 15:20:38","2021-01-22 15:30:38","23244","20688","2021-01-22 15:30:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 15:20:38","2021-01-22 15:30:38","1085","1485","2021-01-22 15:30:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 15:30:38","2021-01-22 15:40:38","1127","1541","2021-01-22 15:40:38"
"2","계동길 69","계동교회 앞","2021-01-22 15:30:38","2021-01-22 15:40:38","23639","21039","2021-01-22 15:40:38"
"2","계동길 69","계동교회 앞","2021-01-22 15:40:38","2021-01-22 15:50:38","24005","21400","2021-01-22 15:50:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 15:40:38","2021-01-22 15:50:38","1156","1574","2021-01-22 15:50:38"
"2","계동길 69","계동교회 앞","2021-01-22 15:50:38","2021-01-22 16:00:38","24325","21795","2021-01-22 16:00:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 15:50:38","2021-01-22 16:00:38","1185","1615","2021-01-22 16:00:38"
"2","계동길 69","계동교회 앞","2021-01-22 16:00:38","2021-01-22 16:10:38","24738","22172","2021-01-22 16:10:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 16:00:38","2021-01-22 16:10:38","1210","1662","2021-01-22 16:10:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 16:10:38","2021-01-22 16:20:38","1254","1709","2021-01-22 16:20:38"
"2","계동길 69","계동교회 앞","2021-01-22 16:10:38","2021-01-22 16:20:38","25117","22514","2021-01-22 16:20:38"
"2","계동길 69","계동교회 앞","2021-01-22 16:20:38","2021-01-22 16:30:38","25429","22852","2021-01-22 16:30:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 16:20:38","2021-01-22 16:30:38","1275","1746","2021-01-22 16:30:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 16:30:38","2021-01-22 16:40:38","1310","1786","2021-01-22 16:40:38"
"2","계동길 69","계동교회 앞","2021-01-22 16:30:38","2021-01-22 16:40:38","25748","23255","2021-01-22 16:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 16:40:38","2021-01-22 16:50:39","1332","1847","2021-01-22 16:50:39"
"2","계동길 69","계동교회 앞","2021-01-22 16:40:38","2021-01-22 16:50:39","26078","23556","2021-01-22 16:50:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 16:50:39","2021-01-22 17:00:38","1370","1883","2021-01-22 17:00:38"
"2","계동길 69","계동교회 앞","2021-01-22 16:50:39","2021-01-22 17:00:38","26376","23921","2021-01-22 17:00:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 17:00:38","2021-01-22 17:10:38","1388","1918","2021-01-22 17:10:38"
"2","계동길 69","계동교회 앞","2021-01-22 17:00:38","2021-01-22 17:10:38","26720","24190","2021-01-22 17:10:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 17:10:38","2021-01-22 17:20:38","1404","1935","2021-01-22 17:20:38"
"2","계동길 69","계동교회 앞","2021-01-22 17:10:38","2021-01-22 17:20:38","26968","24418","2021-01-22 17:20:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 17:20:38","2021-01-22 17:30:38","1424","1964","2021-01-22 17:30:38"
"2","계동길 69","계동교회 앞","2021-01-22 17:20:38","2021-01-22 17:30:38","27263","24674","2021-01-22 17:30:38"
"2","계동길 69","계동교회 앞","2021-01-22 17:30:38","2021-01-22 17:40:38","27550","24878","2021-01-22 17:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 17:30:38","2021-01-22 17:40:38","1450","1987","2021-01-22 17:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 17:40:38","2021-01-22 17:50:38","1488","2038","2021-01-22 17:50:38"
"2","계동길 69","계동교회 앞","2021-01-22 17:40:38","2021-01-22 17:50:38","27821","25139","2021-01-22 17:50:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-01-22 17:50:38","2021-01-22 18:00:38","1522","2083","2021-01-22 18:00:38"
"2","계동길 69","계동교회 앞","2021-01-22 17:50:38","2021-01-22 18:00:38","28078","25349","2021-01-22 18:00:38"
